52
id_ESTADO|ID_DISTRITO|SECCION|TIPO_CASILLA|ID_CASILLA|EXT_CONTIGUA|PAN|PRI|PRD|PVEM|PT|MC|PANAL|MORENA|PH|ES|PRI_PVEM|PRD_PT|CI_1|CI_2|NUM_VOTOS_CAN_NREG|NUM_VOTOS_NULOS|ANIO|MES|DIA|HORA|MINUTOS|SEGUNDOS|ORIGEN_CAPTURA|TIPO_SECCION|LISTA_NOMINAL|CIRCUNSCRIPCION|MODIFICADO
1|2|589|C|1|0|50|49|8|18|5|3|4|5|3|4|||||0|14|2015|6|7|18|41|2.221|1|2|698|2|
1|3|184|C|1|0|65|40|2|9|2|2|7|15|6|6|||||0|17|2015|6|7|18|35|12.383|1|1|413|2|
1|3|210|C|1|0|139|69|3|12|2|9|5|30|2|7|||||3|20|2015|6|7|18|40|15.562|1|1|616|2|
1|3|248|C|1|0|24|50|4|11|2|0|4|14|5|5|||||0|2|2015|6|7|18|39|40.142|1|1|396|2|
5|2|465|B|1|0|39|100|4|7|2|5|18|9|2|0|0||||0|3|2015|6|7|18|34|29.436|1|1|476|2|
5|2|1065|C|1|0|27|88|1|4|3|0|10|2|1|1|2||||0|2|2015|6|7|18|32|0.858|1|1|418|2|
5|3|349|B|1|0|43|104|2|8|1|3|3|8|2|11|2||||0|2|2015|6|7|18|40|43.795|1|1|513|2|
5|3|693|C|1|0|50|138|0|8|2|3|59|1|6|4|1||||0|8|2015|6|7|18|33|15.458|1|1|679|2|
5|4|834|C|3|0|50|107|6|7|1|7|16|20|6|18|0||||0|8|2015|6|7|18|36|0.62|1|1|590|2|
5|4|982|C|1|0|58|134|4|11|3|8|22|12|13|13|1||||1|17|2015|6|7|18|40|21.914|1|1|592|2|
5|5|1258|S|1|0|33|28|2|2|3|10|8|13|2|3|0||||0|4|2015|6|7|18|39|13.047|1|1|0|2|
5|5|1482|B|1|0|49|184|5|2|4|0|5|17|2|1|1||||1|3|2015|6|7|18|34|58.475|1|2|402|2|
7|4|670|B|1|0|6|53|4|139|1|5|25|4|2|2|10||||0|13|2015|6|7|18|33|59.888|1|2|528|3|
7|9|1725|C|2|0|11|7|5|8|3|2|25|7|11|1|1||||0|1|2015|6|7|18|36|46.269|2|1|509|3|
7|11|790|B|1|0|1|9|31|66|12|13|3|9|7|0|6||||0|12|2015|6|7|18|34|37.302|1|2|603|3|
7|11|1759|E|1|0|13|48|19|45|8|12|2|28|0|1|0||||0|6|2015|6|7|18|36|10.544|1|2|433|3|
10|1|204|C|7|0|37|91|3|11|27|28|14|21|4|10|5||||0|0|2015|6|7|18|41|2.84|1|1|722|1|
10|2|714|C|1|0|55|74|1|7|1|3|4|18|5|7|0|0|||0|5|2015|6|7|18|39|37.661|1|1|406|1|
10|3|8|B|1|0|36|78|3|7|7|0|11|10|0|3|2||||0|5|2015|6|7|18|34|17.255|1|2|380|1|
10|3|34|B|1|0|6|57|0|2|14|9|1|4|0|0|7||||1|0|2015|6|7|18|28|24.02|1|2|197|1|
10|3|39|B|1|0|18|99|0|4|10|1|4|7|1|1|1||||0|0|2015|6|7|18|37|54.019|1|2|269|1|
10|3|105|B|1|0|17|113|63|36|17|2|0|13|0|2|5||||0|10|2015|6|7|18|40|3.901|1|1|712|1|
10|3|888|C|2|0|11|21|0|24|0|0|2|5|2|4|1||||0|2|2015|6|7|18|34|56.385|1|2|642|1|
10|3|1010|C|1|0|59|127|6|5|2|4|5|23|1|2|1||||0|4|2015|6|7|18|41|1.311|1|2|506|1|
11|7|2682|C|1|0|78|36|50|34|3|1|7|18|5|3|0||||0|10|2015|6|7|18|31|1.454|1|1|580|2|
13|7|262|C|2|0|39|99|13|12|7|1|24|11|5|18|1||||0|5|2015|6|7|18|33|56.858|1|2|743|5|
14|7|2699|C|1|0|33|76|5|7|6|73|9|15|11|5|2||||0|7|2015|6|7|18|34|39.969|1|1|593|1|
20|9|958|C|1|0|32|38|72|4|10|1|5|14|2|2||4|||0|9|2015|6|7|18|40|29.229|1|2|650|3|
21|2|712|B|1|0|146|118|10|9|3|0|2|17|2|1|4||||0|7|2015|6|7|18|39|2.613|1|2|457|4|
21|3|689|B|1|0|57|62|8|5|2|2|1|2|1|1|11||||0|5|2015|6|7|18|30|23.95|1|2|227|4|
21|6|1373|C|1|0|60|40|2|11|2|9|4|34|6|9|4||13||1|15|2015|6|7|18|38|29.743|1|1|584|4|
21|11|1245|C|1|0|39|28|2|13|10|5|12|30|7|10|3||||0|18|2015|6|7|18|32|17.113|1|1|604|4|
21|13|2331|B|1|0|49|110|3|12|3|0|0|4|0|0|8||||0|5|2015|6|7|18|40|48.112|1|2|505|4|
22|4|516|B|1|0|39|176|3|16|3|0|7|4|3|1|3||||0|13|2015|6|7|18|39|55.206|1|2|583|2|
24|2|1582|B|1|0|11|53|47|4|8|1|5|2|1|1|0|0|||0|11|2015|6|7|18|35|38.146|1|2|172|2|
28|1|717|B|1|0|84|162|0|1|0|0|5|1|0|0|||0||0|8|2015|6|7|18|28|38.171|1|2|486|2|
28|1|785|B|1|0|13|5|1|2|0|0|2|0|0|2|||0||0|1|2015|6|7|18|29|29.903|1|1|218|2|
28|1|847|B|1|0|65|70|5|5|2|0|1|3|0|3|||4||0|5|2015|6|7|18|39|35.462|1|1|437|2|
28|1|870|B|1|0|136|66|4|6|1|2|4|4|1|10|||0||0|4|2015|6|7|18|41|15.523|1|1|525|2|
28|1|1848|C|1|0|59|53|1|9|1|0|3|1|0|5|||3||0|4|2015|6|7|18|40|15.321|1|1|458|2|
28|1|1989|C|1|0|93|78|2|10|1|2|4|2|2|4|||6||0|11|2015|6|7|18|37|6.594|1|1|511|2|
28|1|1993|C|1|0|54|59|1|5|0|0|1|5|0|1|||5||0|6|2015|6|7|18|39|4.601|1|1|426|2|
28|1|1995|C|1|0|53|75|2|7|3|0|0|5|1|2|||7||0|4|2015|6|7|18|32|52.409|1|1|448|2|
28|2|1780|B|1|0|49|53|3|17|2|15|6|15|4|11|||||0|1|2015|6|7|18|38|22.93|1|1|463|2|
30|1|2886|B|1|0|15|25|8|62|1|0|6|1|0|1|1||||0|5|2015|6|7|18|39|58.809|1|2|266|3|
30|7|431|B|1|0|98|48|6|4|3|2|4|20|1|1|5||||0|5|2015|6|7|18|36|34.685|1|2|354|3|
30|9|752|B|1|0|31|20|11|8|8|14|5|31|2|10|2||||0|11|2015|6|7|18|41|21.701|1|2|444|3|
30|9|4507|C|1|0|12|67|35|3|4|5|7|28|0|2|3||||0|8|2015|6|7|18|30|44.325|1|2|633|3|
30|12|4406|B|1|0|113|34|7|6|11|7|3|35|5|4|5||||0|19|2015|6|7|18|37|17.407|1|1|538|3|
31|3|625|C|8|0|83|192|4|10|1|4|2|3|0|4|3||||0|8|2015|6|7|18|34|30.228|1|1|707|3|
32|3|98|B|1|0|2|55|38|19|6|0|0|0|1|0|0||||0|0|2015|6|7|18|38|38.529|1|2|227|2|
32|4|774|B|1|0|2|24|4|12|20|5|4|89|3|3|1||||0|10|2015|6|7|18|25|9.863|1|1|382|2|
