2240
id_ESTADO|ID_DISTRITO|SECCION|TIPO_CASILLA|ID_CASILLA|EXT_CONTIGUA|PAN|PRI|PRD|PVEM|PT|MC|PANAL|MORENA|PH|ES|PRI_PVEM|PRD_PT|CI_1|CI_2|NUM_VOTOS_CAN_NREG|NUM_VOTOS_NULOS|ANIO|MES|DIA|HORA|MINUTOS|SEGUNDOS|ORIGEN_CAPTURA|TIPO_SECCION|LISTA_NOMINAL|CIRCUNSCRIPCION|MODIFICADO
1|1|358|B|1|0|91|57|14|20|12|5|13|8|6|3|||||0|18|2015|6|7|19|4|49|1|1|645|2|
1|1|397|C|7|0|105|86|5|15|1|3|8|3|6|7|||||1|7|2015|6|7|19|33|47.084|2|1|717|2|
1|1|411|C|5|0|73|80|2|9|5|1|13|12|7|7|||||0|12|2015|6|7|19|10|19.181|2|2|659|2|
1|1|414|C|1|0|103|68|0|14|1|3|7|11|1|11|||||0|13|2015|6|7|19|7|19.943|1|1|579|2|
1|1|415|C|5|0|54|56|18|9|7|4|28|8|8|19|||||0|16|2015|6|7|19|5|48.457|1|2|649|2|
1|1|420|C|1|0|38|65|25|6|6|2|37|9|2|7|||||0|16|2015|6|7|19|21|22.476|1|1|532|2|
1|1|430|C|1|0|74|76|35|23|23|6|14|2|5|1|||||0|14|2015|6|7|18|51|27.072|1|2|622|2|
1|1|439|C|1|0|75|36|3|19|7|4|51|22|5|3|||||1|8|2015|6|7|19|1|56.016|1|1|575|2|
1|1|440|C|5|0|76|55|3|11|5|4|45|13|5|1|||||0|17|2015|6|7|19|37|39.264|1|2|729|2|
1|1|473|C|2|0|48|123|4|11|6|3|20|9|5|13|||||1|9|2015|6|7|19|36|19.488|1|2|696|2|
1|1|479|C|1|0|67|106|20|10|36|0|24|11|12|4|||||0|11|2015|6|7|19|7|44.092|1|2|732|2|
1|1|483|C|1|0|38|61|32|17|36|1|7|10|2|1|||||0|7|2015|6|7|19|15|56.855|1|2|426|2|
1|1|486|C|2|0|37|90|25|75|11|1|11|7|2|2|||||0|11|2015|6|7|19|46|0.917|1|2|679|2|
1|2|74|B|1|0|112|42|5|15|3|6|8|21|8|3|||||1|25|2015|6|7|19|45|54.534|1|1|557|2|
1|2|75|B|1|0|123|45|3|5|4|15|9|31|8|8|||||0|19|2015|6|7|19|41|39.167|1|1|622|2|
1|2|80|C|2|0|68|81|11|18|4|5|20|15|8|9|||||0|13|2015|6|7|19|24|12.713|1|2|724|2|
1|2|86|C|6|0|45|60|11|20|6|4|9|14|5|11|||||0|16|2015|6|7|19|6|24.348|1|1|734|2|
1|2|90|C|3|0|86|50|5|14|6|7|12|28|8|13|||||0|30|2015|6|7|19|14|2.083|2|1|726|2|
1|2|109|B|1|0|106|63|6|17|5|2|19|20|7|4|||||2|10|2015|6|7|19|3|33.673|1|1|576|2|
1|2|117|B|1|0|62|56|2|16|2|3|7|9|7|7|||||0|19|2015|6|7|19|23|35.584|1|1|527|2|
1|2|118|C|2|0|60|62|7|15|6|4|23|21|6|7|||||1|17|2015|6|7|19|7|57.76|1|1|678|2|
1|2|120|B|1|0|81|100|4|6|6|8|18|23|6|16|||||0|25|2015|6|7|19|2|3.687|1|1|747|2|
1|2|155|C|2|0|63|64|3|20|6|9|10|8|7|7|||||0|9|2015|6|7|19|10|52.295|1|1|705|2|
1|2|165|C|1|0|76|34|10|9|3|7|11|27|13|11|||||0|11|2015|6|7|19|19|54.229|1|1|687|2|
1|2|323|E|1|1|32|57|14|13|8|2|7|6|1|6|||||0|14|2015|6|7|19|12|38.506|1|2|599|2|
1|2|325|C|3|0|61|55|9|17|3|5|13|7|4|9|||||0|7|2015|6|7|19|4|57.063|1|2|739|2|
1|2|325|E|1|7|55|47|8|13|3|14|12|17|4|2|||||3|16|2015|6|7|19|29|22.584|1|2|679|2|
1|2|502|B|1|0|40|33|3|14|2|4|5|6|2|3|||||1|13|2015|6|7|19|21|1.281|1|1|397|2|
1|2|503|B|1|0|77|55|4|43|3|8|5|17|6|16|||||1|11|2015|6|7|19|46|42.663|1|1|606|2|
1|2|524|B|1|0|19|21|7|32|5|1|7|4|3|9|||||1|17|2015|6|7|19|14|27.281|1|1|462|2|
1|2|534|B|1|0|38|49|9|11|7|0|8|8|8|7|||||0|3|2015|6|7|19|9|20.645|1|1|443|2|
1|2|555|C|2|0|63|63|4|11|12|7|11|13|5|5|||||1|11|2015|6|7|18|49|6.86|1|1|652|2|
1|2|589|C|1|0|50|49|8|18|5|3|4|5|3|4|||||0|14|2015|6|7|18|41|2.221|1|2|698|2|
1|3|8|B|1|0|107|78|1|11|1|4|19|17|8|8|||||0|22|2015|6|7|19|8|14.688|1|1|562|2|
1|3|11|B|1|0|89|61|8|12|7|4|5|13|8|7|||||1|20|2015|6|7|19|23|13.955|1|1|622|2|
1|3|11|C|1|0|80|64|3|16|4|6|10|14|1|10|||||0|21|2015|6|7|18|59|5.859|1|1|622|2|
