934
id_ESTADO|ID_DISTRITO|SECCION|TIPO_CASILLA|ID_CASILLA|EXT_CONTIGUA|PAN|PRI|PRD|PVEM|PT|MC|PANAL|MORENA|PH|ES|PRI_PVEM|PRD_PT|CI_1|CI_2|NUM_VOTOS_CAN_NREG|NUM_VOTOS_NULOS|ANIO|MES|DIA|HORA|MINUTOS|SEGUNDOS|ORIGEN_CAPTURA|TIPO_SECCION|LISTA_NOMINAL|CIRCUNSCRIPCION|MODIFICADO
1|1|358|B|1|0|91|57|14|20|12|5|13|8|6|3|||||0|18|2015|6|7|19|4|49|1|1|645|2|
1|1|411|C|5|0|73|80|2|9|5|1|13|12|7|7|||||0|12|2015|6|7|19|10|19.181|2|2|659|2|
1|1|414|C|1|0|103|68|0|14|1|3|7|11|1|11|||||0|13|2015|6|7|19|7|19.943|1|1|579|2|
1|1|415|C|5|0|54|56|18|9|7|4|28|8|8|19|||||0|16|2015|6|7|19|5|48.457|1|2|649|2|
1|1|420|C|1|0|38|65|25|6|6|2|37|9|2|7|||||0|16|2015|6|7|19|21|22.476|1|1|532|2|
1|1|430|C|1|0|74|76|35|23|23|6|14|2|5|1|||||0|14|2015|6|7|18|51|27.072|1|2|622|2|
1|1|439|C|1|0|75|36|3|19|7|4|51|22|5|3|||||1|8|2015|6|7|19|1|56.016|1|1|575|2|
1|1|479|C|1|0|67|106|20|10|36|0|24|11|12|4|||||0|11|2015|6|7|19|7|44.092|1|2|732|2|
1|1|483|C|1|0|38|61|32|17|36|1|7|10|2|1|||||0|7|2015|6|7|19|15|56.855|1|2|426|2|
1|2|86|C|6|0|45|60|11|20|6|4|9|14|5|11|||||0|16|2015|6|7|19|6|24.348|1|1|734|2|
1|2|90|C|3|0|86|50|5|14|6|7|12|28|8|13|||||0|30|2015|6|7|19|14|2.083|2|1|726|2|
1|2|109|B|1|0|106|63|6|17|5|2|19|20|7|4|||||2|10|2015|6|7|19|3|33.673|1|1|576|2|
1|2|118|C|2|0|60|62|7|15|6|4|23|21|6|7|||||1|17|2015|6|7|19|7|57.76|1|1|678|2|
