6345
ID_ESTADO|ID_DISTRITO_FEDERAL|SECCION|TIPO_CASILLA|ID_CASILLA|EXT_CONTIGUA|TIPO_SECCION|LISTA_NOMINAL|ID_MUNICIPIO|ID_DIST_LOC|ID_ESTRATO_F|ESTRATO_F|ID_ESTRATO_L|ESTRATO_L|ID_AREA_RESPONSABILIDAD|PAN|PRI|PRD|PT|PVEM|MC|MORENA|PES|RSP|FPM|PAN_PRI_PRD|PAN_PRI|PAN_PRD|PRI_PRD|PVEM_PT_MORENA|PVEM_PT|PVEM_MORENA|PT_MORENA|CI1|CNR|NULOS|TOTAL|ANIO|MES|DIA|HORA|MINUTOS|SEGUNDOS|ORIGEN_CAPTURA|MODIFICADO
1|1|358|B|1|0|1|727|3|8|0|E0|0||32|158|29|6|7|22|11|80|1|2|43|0|0|0|1|0|0|0|0|0|0|12|372|2021|6|6|21|16|4|1|N
1|1|362|B|1|0|1|594|3|8|0|E0|0||17|131|13|2|6|13|10|100|1|2|30|0|0|0|0|0|0|0|0|0|0|11|319|2021|6|6|19|36|16|1|N
1|1|365|B|1|0|3|364|3|8|0|E0|0||16|72|15|5|6|18|5|52|2|2|6|0|0|0|0|0|0|0|0|0|0|3|186|2021|6|6|19|20|11|1|N
1|1|367|B|1|0|2|599|3|8|0|E0|0||16|122|34|3|6|12|11|99|4|3|26|0|0|0|0|0|0|0|0|0|0|15|335|2021|6|6|18|56|1|1|N
1|1|375|C|1|0|1|672|3|8|0|E0|0||21|115|24|6|6|12|13|66|5|2|15|0|0|2|0|0|0|0|0|0|0|17|283|2021|6|6|19|34|20|1|N
1|1|391|C|3|0|3|643|4|1|0|E0|0||36|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
1|1|410|E|1|1|2|485|5|7|0|E0|0||41|143|30|0|1|5|6|32|3|6|6|0|0|0|0|0|0|0|0|0|0|8|240|2021|6|6|19|31|30|1|N
1|1|415|B|1|0|2|699|6|3|0|E0|0||80|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
1|1|422|B|1|0|1|477|6|3|0|E0|0||78|38|59|70|9|13|3|57|5|2|1|2|0|4|1|0|0|0|0|0|11|276|551|2021|6|6|20|35|30|1|N
1|1|431|C|1|0|1|416|7|1|0|E0|0||99|62|14|4|16|18|31|66|5|4|6|0|0|0|0|0|0|0|0|0|0|10|236|2021|6|6|19|40|46|1|N
1|1|432|B|1|0|1|649|7|1|0|E0|0||100|62|31|5|15|30|52|67|6|2|7|6|0|0|0|0|0|0|0|0|0|13|296|2021|6|6|19|31|31|1|N
1|1|433|B|1|0|2|428|7|1|0|E0|0||99|63|22|9|11|9|42|65|1|0|2|1|0|0|0|0|0|0|0|0|0|10|235|2021|6|6|21|39|52|1|N
1|1|446|B|1|0|3|542|7|1|0|E0|0||101|65|36|9|11|23|46|52|1|4|18|1|0|0|0|0|0|0|0|0|0|11|277|2021|6|6|21|36|4|1|N
1|1|452|B|1|0|1|674|8|8|0|E0|0||120|140|44|17|9|24|12|137|6|11|86|0|0|0|0|0|0|0|0|0|0|24|510|2021|6|6|20|22|16|1|N
1|1|453|B|1|0|2|528|8|8|0|E0|0||120|126|51|11|4|10|7|81|4|10|84|0|0|0|0|0|0|0|0|0|0|13|401|2021|6|6|20|28|27|1|N
1|1|454|C|2|0|2|502|8|8|0|E0|0||119|87|57|9|8|8|4|94|2|11|89|0|0|0|0|0|0|0|0|0|0|8|377|2021|6|6|21|37|47|1|N
1|1|460|B|1|0|1|583|9|3|0|E0|0||123|191|9|10|5|139|2|52|4|6|2|0|1|4|0|0|0|0|0|0|0|8|433|2021|6|6|20|21|25|1|N
1|1|462|C|1|0|2|612|9|3|0|E0|0||127|185|10|14|0|149|8|65|1|0|1|1|0|2|0|0|0|0|0|0|0|12|448|2021|6|6|20|16|26|1|N
1|1|473|C|8|0|2|744|10|4|0|E0|0||115|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
1|1|479|C|3|0|2|675|11|2|0|E0|0||131|61|15|8|113|6|5|66|1|7|152|0|0|1|0|0|0|0|0|0|0|19|454|2021|6|6|20|3|36|1|N
1|2|90|B|1|0|1|668|1|5|0|E0|0||44|190|21|2|3|8|9|75|2|0|8|0|0|0|0|0|0|0|1|0|0|8|327|2021|6|6|20|24|12|1|N
1|2|105|B|1|0|1|583|1|11|0|E0|0||55|120|25|17|5|5|6|81|5|0|2|0|0|0|0|0|0|0|0|0|0|9|275|2021|6|6|19|23|10|1|N
1|2|114|B|1|0|1|444|1|13|0|E0|0||58|132|17|2|1|6|12|69|4|1|11|0|0|0|0|0|0|0|1|0|0|10|266|2021|6|6|18|38|47|1|N
1|2|118|C|4|0|1|649|1|13|0|E0|0||64|159|23|5|6|6|9|99|4|2|8|0|0|0|0|0|0|0|0|0|0|7|328|2021|6|6|19|23|31|1|N
1|2|123|B|1|0|1|663|1|11|0|E0|0||105|164|19|5|7|3|15|101|7|0|3|0|0|0|0|0|0|0|0|0|1|8|333|2021|6|6|20|17|45|1|N
1|2|141|B|1|0|1|497|1|11|0|E0|0||105|142|9|5|1|5|7|71|0|1|0|0|0|0|0|0|0|0|1|0|0|10|252|2021|6|6|19|37|51|1|N
1|2|153|B|1|0|1|491|1|15|0|E0|0||103|117|23|2|5|7|14|99|2|1|6|0|0|0|0|0|0|0|0|0|2|11|289|2021|6|6|19|14|25|1|N
1|2|155|E|1|8|1|719|1|15|0|E0|0||130|105|23|7|2|8|11|78|4|5|2|0|0|0|0|0|0|0|0|0|0|6|251|2021|6|6|19|32|58|1|N
1|2|156|E|1|6|1|679|1|14|0|E0|0||114|238|34|7|2|7|12|67|4|2|4|0|0|0|0|0|0|0|0|0|0|8|385|2021|6|6|19|58|28|1|N
1|2|160|B|1|0|1|500|1|14|0|E0|0||117|141|18|7|3|4|9|61|6|3|3|0|0|0|0|0|0|0|1|0|1|9|266|2021|6|6|20|34|15|1|N
1|2|317|B|1|0|2|636|1|12|0|E0|0||24|156|26|0|7|20|8|84|1|2|3|0|0|0|0|0|0|0|0|0|0|13|320|2021|6|6|20|4|3|1|N
1|2|504|B|1|0|1|471|1|13|0|E0|0||69|86|12|2|5|4|11|61|5|0|9|0|0|0|0|0|0|0|0|0|1|7|203|2021|6|6|19|49|25|1|N
1|2|562|C|1|0|1|451|1|15|0|E0|0||85|70|12|7|5|3|8|51|2|2|3|0|0|0|0|0|0|0|0|0|0|12|175|2021|6|6|20|26|19|1|N
1|2|563|C|1|0|1|440|1|15|0|E0|0||86|89|12|4|1|4|10|44|2|1|0|0|0|0|0|0|0|0|0|0|0|9|176|2021|6|6|19|8|51|1|N
