37
ID_ESTADO|ID_DISTRITO_FEDERAL|SECCION|TIPO_CASILLA|ID_CASILLA|EXT_CONTIGUA|TIPO_SECCION|LISTA_NOMINAL|ID_MUNICIPIO|ID_DIST_LOC|ID_ESTRATO_F|ESTRATO_F|ID_ESTRATO_L|ESTRATO_L|ID_AREA_RESPONSABILIDAD|PAN|PRI|PRD|PT|PVEM|MC|MORENA|PES|RSP|FPM|PAN_PRI_PRD|PAN_PRI|PAN_PRD|PRI_PRD|PVEM_PT_MORENA|PVEM_PT|PVEM_MORENA|PT_MORENA|CI1|CNR|NULOS|TOTAL|ANIO|MES|DIA|HORA|MINUTOS|SEGUNDOS|ORIGEN_CAPTURA|MODIFICADO
1|2|114|B|1|0|1|444|1|13|0|E0|0||58|132|17|2|1|6|12|69|4|1|11|0|0|0|0|0|0|0|1|0|0|10|266|2021|6|6|18|38|47|1|N
1|2|569|B|1|0|1|390|1|15|0|E0|0||88|58|16|4|2|9|8|62|6|1|3|0|0|0|0|73|64|71|11|0|0|8|396|2021|6|6|18|35|46|1|N
5|5|1320|C|2|0|1|690|35|11|0|E0|0||106|107|103|3|0|2|6|157|0|3|6|0|0|0|0|0|0|1|0|0|0|2|390|2021|6|6|18|39|56|1|N
5|7|1676|C|6|0|1|657|30|16|0|E0|0||100|4|104|9|1|3|4|88|3|1|0|0|0|0|0|0|0|0|0|0|0|2|219|2021|6|6|18|37|8|1|N
9|8|5251|C|1|0|1|589|17|10|0|E0|0||98|28|45|12|7|3|13|144|8|6|1|3|1|0|0|0|2|0|4|0|0|5|282|2021|6|6|18|31|40|1|N
9|20|2199|C|1|0|1|749|7|21|0|E0|0||83|13|16|9|6|10|4|165|3|2|3|0|0|0|0|0|0|0|2|0|0|0|233|2021|6|6|18|38|48|1|N
9|22|2569|C|1|0|1|545|7|27|0|E0|0||63|24|27|10|2|8|8|158|6|2|1|0|0|1|0|0|0|0|0|0|0|9|256|2021|6|6|18|40|0|1|N
10|2|597|B|1|0|3|662|7|10|0|E0|0||83|26|78|2|2|4|2|184|5|2|1|3|0|0|0|0|1|0|0|0|0|5|315|2021|6|6|18|33|3|1|N
10|3|20|B|1|0|3|248|1|6|0|E0|0||11|23|23|6|7|21|1|29|1|1|0|1|0|0|0|1|0|0|2|0|0|3|119|2021|6|6|18|40|10|1|N
10|3|89|B|1|0|3|278|4|14|0|E0|0||29|1|41|2|1|22|2|40|1|3|2|0|0|0|0|0|0|0|0|0|0|3|118|2021|6|6|18|37|58|1|N
11|1|797|B|1|0|3|691|14|1|0|E0|0||40|89|65|1|6|18|9|45|5|1|17|0|0|0|0|0|0|0|0|0|0|13|269|2021|6|6|18|38|14|1|N
11|1|2569|B|1|0|3|530|33|2|0|E0|0||57|52|129|2|3|10|3|27|10|5|21|0|0|0|0|0|0|0|0|0|1|17|280|2021|6|6|18|40|1|1|N
11|2|508|C|1|0|3|472|7|16|0|E0|0||72|65|19|3|0|3|4|34|7|0|0|0|0|0|0|0|0|0|0|0|0|0|135|2021|6|6|18|41|9|1|N
11|4|2414|C|1|0|3|648|30|1|0|E0|0||109|45|19|4|4|132|3|58|3|1|1|0|0|0|0|0|0|0|0|0|0|10|280|2021|6|6|18|41|21|1|N
11|4|2416|B|1|0|3|610|30|1|0|E0|0||109|52|10|0|1|121|1|19|3|0|0|0|0|0|0|0|0|0|0|0|0|6|213|2021|6|6|18|43|47|1|N
11|7|2036|C|8|0|1|706|25|10|0|E0|0||83|122|36|0|4|7|14|36|1|0|0|0|0|0|0|0|0|0|0|0|0|4|224|2021|6|6|18|33|15|1|N
11|7|2493|B|1|0|3|394|31|10|0|E0|0||132|60|82|0|1|4|2|7|1|0|1|0|0|0|0|0|0|0|0|0|1|4|163|2021|6|6|18|33|11|1|N
11|10|1874|C|1|0|1|455|21|20|0|E0|0||42|73|33|4|1|24|53|60|5|0|1|0|0|0|0|0|0|0|0|0|0|8|262|2021|6|6|18|41|18|1|N
11|13|41|B|1|0|1|638|1|18|0|E0|0||25|123|52|0|2|26|4|83|3|9|7|0|0|0|0|0|0|0|0|0|0|9|318|2021|6|6|18|35|12|1|N
12|8|678|B|1|0|3|278|12|14|0|E0|0||46|1|3|13|4|6|2|71|3|1|0|0|0|0|0|0|0|0|0|0|0|6|110|2021|6|6|18|43|3|1|N
13|3|683|B|1|0|3|100|37|2|0|E0|0||70|1|26|6|0|0|0|17|2|1|1|0|0|0|0|0|0|0|0|0|0|2|56|2021|6|6|18|30|35|1|N
13|3|703|B|1|0|3|106|38|8|0|E0|0||78|0|22|24|0|1|0|6|4|3|0|0|0|0|2|0|0|0|0|0|0|2|64|2021|6|6|18|24|38|1|N
13|4|258|C|1|0|1|720|15|10|0|E0|0||26|25|77|4|4|8|8|134|4|3|8|0|1|0|0|2|0|0|0|0|0|4|282|2021|6|6|18|41|36|1|N
14|1|2745|B|1|0|3|170|105|1|0|E0|0||27|28|17|1|0|2|37|7|1|1|0|0|0|0|0|0|0|0|0|0|0|0|94|2021|6|6|18|31|59|1|N
14|3|2385|B|1|0|2|399|94|3|0|E0|0||123|94|14|1|1|6|12|11|2|0|4|1|1|0|0|0|0|0|0|0|2|4|153|2021|6|6|18|39|25|1|N
14|5|158|B|1|0|3|174|12|5|0|E0|0||2|5|21|1|0|4|96|17|2|0|0|1|0|0|0|0|0|0|0|0|0|2|149|2021|6|6|18|36|38|1|N
14|10|3157|B|1|0|1|694|120|10|0|E0|0||90|37|19|3|5|4|80|68|9|4|13|0|0|0|0|0|0|0|0|0|2|6|250|2021|6|6|18|16|50|1|N
14|14|892|B|1|0|1|611|41|14|0|E0|0||112|58|36|3|4|8|121|67|10|0|12|3|0|0|0|0|0|0|0|0|1|8|331|2021|6|6|18|43|32|1|N
15|17|1690|B|1|0|1|520|34|22|0|E0|0||16|18|80|11|4|9|12|98|2|7|6|0|0|0|0|0|0|0|0|0|0|17|264|2021|6|6|18|40|25|1|N
15|20|3354|C|1|0|1|609|60|24|0|E0|0||104|15|49|20|4|18|52|113|4|2|3|2|0|0|0|0|0|0|0|0|0|5|287|2021|6|6|18|40|39|1|N
15|28|5900|B|1|0|2|707|121|20|0|E0|0||85|40|69|16|2|3|4|99|0|3|2|0|0|0|0|0|0|0|0|0|0|12|250|2021|6|6|18|43|47|1|N
15|29|3082|C|2|0|1|551|60|25|0|E0|0||108|27|48|20|4|7|55|110|4|2|7|2|0|0|0|0|0|0|0|0|0|0|286|2021|6|6|18|27|28|1|N
16|2|1510|B|1|0|3|298|68|2|0|E0|0||86|5|21|23|6|5|2|44|32|3|2|1|1|0|0|0|0|0|0|0|0|8|153|2021|6|6|18|39|33|1|N
27|3|655|B|1|0|3|404|6|14|0|E0|0||95|2|5|20|6|2|5|128|5|6|2|0|0|0|0|0|0|0|0|0|1|8|190|2021|6|6|18|43|27|1|N
